,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
14067,66,61,37,65,69.0,71,73.0,74,61,74,69,69,72.0,60,82.0,70,65.0,52,50,64,62,65.0,57,68,21,22,31,25.0,5,8,13,12,8,1,1.0,0.0,4
68226,64,55,47,57,38.0,63,64.0,58,62,70,78,83,74.0,64,75.0,58,61.0,71,72,57,63,58.0,65,59,50,28,39,34.0,5,7,13,11,9,1,1.0,1.0,4
156642,25,25,25,34,25.0,25,25.0,25,31,27,39,42,46.0,68,41.0,32,60.0,41,66,25,25,25.0,21,34,25,25,25,25.0,65,68,65,72,65,0,1.0,1.0,0
81905,25,25,25,33,25.0,25,25.0,25,37,23,43,42,38.0,60,47.0,33,63.0,33,62,25,25,25.0,35,23,25,25,25,25.0,67,62,65,57,68,0,1.0,1.0,0
140491,38,62,68,58,48.0,58,38.0,43,49,55,76,79,73.0,72,81.0,61,74.0,58,70,58,58,55.0,58,65,36,21,48,53.0,14,6,15,14,13,1,1.0,2.0,4
17943,67,59,66,67,60.0,63,66.0,52,64,65,82,75,73.0,66,76.0,68,64.0,75,77,55,67,69.0,53,61,54,58,52,47.0,6,11,5,9,15,0,1.0,1.0,2
179374,42,29,63,50,22.0,34,23.0,40,45,47,52,51,49.0,59,57.0,58,62.0,76,74,23,42,47.0,40,74,63,62,64,61.0,15,10,10,8,6,0,1.0,1.0,4
173261,49,44,41,66,45.0,58,52.0,44,63,60,68,66,64.0,54,62.0,67,68.0,65,65,60,54,47.0,54,66,52,48,57,58.0,13,12,9,9,9,1,1.0,1.0,4
28204,58,54,52,61,46.0,61,58.0,58,60,60,66,63,63.0,53,68.0,58,71.0,71,65,37,57,57.0,58,46,56,52,56,53.0,5,13,14,9,7,0,1.0,1.0,4
66140,28,25,65,54,25.0,44,25.0,25,48,54,32,34,57.0,56,48.0,23,58.0,66,80,25,22,41.0,25,72,59,61,61,57.0,7,9,10,15,12,1,0.0,2.0,4
92424,57,51,71,66,72.0,65,48.0,62,63,69,63,65,41.0,71,33.0,77,58.0,90,93,67,66,72.0,38,83,69,63,64,62.0,8,8,15,7,13,1,1.0,1.0,3
97322,64,50,42,67,48.0,72,58.0,65,64,69,81,73,70.0,67,75.0,57,56.0,61,67,51,71,66.0,59,58,55,43,47,42.0,14,9,11,12,12,1,1.0,1.0,4
179499,53,30,49,54,31.0,61,32.0,28,61,50,71,68,65.0,58,57.0,25,56.0,75,66,30,44,31.0,37,62,61,62,57,57.0,10,14,9,11,11,1,1.0,1.0,4
116793,47,55,57,56,58.0,58,49.0,47,44,59,75,75,62.0,58,64.0,66,64.0,63,80,59,50,50.0,62,59,20,34,39,35.0,6,14,8,11,15,0,1.0,1.0,4
179505,25,25,25,22,25.0,25,25.0,25,25,24,46,41,39.0,52,47.0,26,52.0,39,67,25,25,25.0,29,25,24,25,25,25.0,63,53,51,51,64,1,1.0,1.0,0
170865,58,41,46,68,55.0,62,47.0,31,66,66,68,52,70.0,68,75.0,52,74.0,72,63,47,56,64.0,66,62,62,59,67,67.0,15,8,13,5,6,0,1.0,1.0,3
106923,25,25,25,26,25.0,25,25.0,25,20,25,42,44,68.0,54,53.0,20,51.0,35,59,25,25,25.0,23,25,25,25,25,25.0,64,56,54,57,63,0,1.0,1.0,0
73660,65,60,38,76,62.0,62,75.0,82,74,74,28,33,39.0,44,63.0,63,25.0,38,62,64,72,82.0,64,46,42,23,30,25.0,15,8,8,10,9,0,1.0,1.0,4
58118,65,58,55,81,60.0,59,75.0,72,82,67,31,34,52.0,79,77.0,64,35.0,30,67,68,59,81.0,78,66,65,59,58,56.0,13,12,9,10,15,1,1.0,1.0,3
45008,59,55,71,69,58.0,57,56.0,55,65,63,61,63,59.0,70,53.0,68,65.0,51,86,61,53,66.0,64,80,72,69,72,71.0,15,11,14,11,15,0,1.0,2.0,1
159888,48,51,40,64,52.0,72,51.0,62,57,58,73,66,59.0,51,68.0,62,62.0,60,55,53,56,64.0,63,33,26,35,29,31.0,14,9,9,9,12,1,1.0,1.0,4
39764,54,48,47,57,46.0,52,62.0,50,56,56,63,64,70.0,42,70.0,55,74.0,63,57,51,55,55.0,51,54,54,53,54,47.0,7,6,5,14,9,0,1.0,2.0,4
107517,36,38,69,50,24.0,26,46.0,34,51,48,53,51,39.0,62,53.0,67,51.0,65,86,32,38,38.0,44,91,62,70,71,69.0,12,15,15,7,6,1,1.0,2.0,1
112016,63,68,74,65,57.0,59,67.0,64,54,63,53,49,64.0,62,48.0,71,62.0,33,72,63,75,62.0,75,50,46,35,22,26.0,7,8,10,5,13,1,1.0,1.0,4
107593,38,25,58,55,35.0,40,56.0,27,60,57,54,48,40.0,61,51.0,62,72.0,49,85,35,20,34.0,39,70,53,62,68,60.0,15,9,12,13,5,1,1.0,1.0,4
159237,59,67,72,57,70.0,66,57.0,66,48,62,64,68,80.0,56,65.0,59,80.0,53,70,54,54,57.0,71,54,22,27,31,28.0,11,15,15,8,7,1,1.0,0.0,4
10061,57,43,54,45,31.0,66,41.0,42,50,57,69,70,61.0,42,47.0,77,71.0,72,84,60,49,55.0,36,63,54,60,56,71.0,15,6,13,11,7,0,2.0,1.0,4
131330,25,25,25,28,25.0,25,25.0,25,28,21,46,41,44.0,62,53.0,20,63.0,27,68,25,25,25.0,21,33,21,25,25,25.0,57,62,62,59,63,1,1.0,1.0,0
45521,52,57,63,62,57.0,46,53.0,55,51,57,33,30,52.0,58,54.0,58,81.0,33,71,55,60,71.0,64,67,22,27,44,43.0,6,15,8,11,9,0,1.0,1.0,4
77347,41,52,74,55,42.0,37,25.0,39,59,49,34,40,50.0,53,62.0,46,47.0,60,82,42,25,42.0,62,72,72,70,64,63.0,12,15,10,13,7,1,1.0,1.0,4
39319,48,33,45,54,34.0,44,46.0,41,49,56,52,32,56.0,55,68.0,42,50.0,45,73,35,39,40.0,55,48,42,52,58,54.0,5,12,15,8,14,1,2.0,1.0,4
38944,69,23,54,59,45.0,65,51.0,37,60,69,68,64,67.0,81,60.0,42,75.0,61,68,29,61,56.0,30,71,67,59,70,72.0,7,5,13,5,5,1,2.0,0.0,4
5095,57,58,51,64,51.0,65,58.0,55,46,63,80,80,75.0,54,91.0,51,65.0,62,42,46,69,53.0,56,68,43,44,46,35.0,5,13,10,15,7,1,1.0,1.0,4
2972,72,78,65,79,73.0,75,82.0,76,67,79,65,69,75.0,73,76.0,74,65.0,55,71,75,78,76.0,86,80,36,21,30,28.0,10,10,12,10,8,1,2.0,0.0,5
85737,62,72,60,65,75.0,75,72.0,74,41,77,69,65,67.0,69,62.0,80,57.0,62,69,68,72,63.0,76,28,30,25,21,25.0,5,13,15,11,9,1,0.0,0.0,7
57253,58,57,37,68,52.0,65,59.0,55,57,67,62,65,69.0,65,91.0,54,54.0,68,58,52,57,59.0,59,59,61,64,59,58.0,12,6,12,11,14,1,1.0,1.0,3
152770,62,61,51,60,42.0,65,43.0,68,42,65,74,77,60.0,56,66.0,63,65.0,63,64,62,62,59.0,58,24,24,25,25,25.0,5,12,13,7,13,1,1.0,1.0,4
24171,72,48,67,68,21.0,65,72.0,68,66,67,70,73,71.0,69,63.0,77,82.0,83,68,72,62,63.0,31,71,66,70,71,62.0,11,11,14,8,8,0,1.0,1.0,1
27315,35,24,62,61,25.0,38,38.0,29,56,52,53,53,38.0,60,55.0,40,84.0,63,85,25,25,57.0,39,73,64,69,65,61.0,13,12,14,8,8,1,0.0,2.0,4
125684,48,52,70,64,46.0,58,44.0,33,57,64,55,63,51.0,63,60.0,76,61.0,76,84,62,57,59.0,54,85,72,67,68,63.0,7,11,8,7,8,1,0.0,1.0,1
132754,57,27,50,55,34.0,47,37.0,32,54,59,69,65,75.0,56,82.0,47,62.0,59,34,42,26,37.0,40,62,54,64,62,60.0,11,13,9,9,5,0,0.0,1.0,4
126194,63,55,47,63,35.0,65,48.0,47,51,63,60,65,71.0,63,63.0,58,56.0,62,55,52,71,70.0,66,43,23,21,27,33.0,13,7,15,15,15,1,1.0,1.0,4
57678,65,55,64,69,40.0,62,57.0,56,65,68,64,61,63.0,70,60.0,65,72.0,54,71,60,54,61.0,56,73,67,56,64,62.0,15,6,6,6,14,1,1.0,1.0,3
108169,60,48,52,56,39.0,55,53.0,45,54,57,70,75,67.0,63,55.0,32,59.0,80,70,40,45,53.0,42,63,60,57,62,65.0,11,14,10,6,7,0,1.0,1.0,4
108237,25,25,25,20,25.0,25,25.0,25,27,25,50,52,48.0,71,31.0,25,75.0,34,66,25,25,25.0,25,38,25,25,25,25.0,74,71,75,67,73,1,1.0,1.0,0
111112,25,23,48,38,23.0,29,31.0,23,26,38,56,56,46.0,57,65.0,37,71.0,58,55,25,29,31.0,36,49,51,49,62,56.0,10,5,8,9,10,1,1.0,1.0,4
38738,58,25,58,55,25.0,55,47.0,25,54,61,61,65,58.0,56,59.0,23,80.0,81,76,25,36,48.0,25,61,58,56,57,52.0,14,8,15,11,9,1,1.0,2.0,4
5112,64,51,55,81,52.0,70,72.0,63,75,77,67,65,74.0,72,90.0,58,65.0,75,56,60,72,80.0,51,67,67,46,57,42.0,13,10,10,11,5,1,1.0,1.0,4
44705,33,26,56,35,26.0,27,31.0,30,32,37,65,68,41.0,46,56.0,45,76.0,61,67,20,29,29.0,48,51,59,57,65,60.0,12,8,12,8,8,1,1.0,1.0,4
109036,68,60,54,70,57.0,64,68.0,70,69,64,72,66,70.0,58,70.0,64,52.0,62,51,67,62,65.0,67,41,44,32,30,40.0,14,11,15,8,11,1,1.0,1.0,4
22953,41,31,58,60,39.0,51,48.0,41,47,60,52,66,54.0,58,52.0,61,63.0,54,83,48,35,48.0,54,53,40,56,54,40.0,14,11,8,6,13,0,1.0,1.0,4
89069,71,68,51,70,68.0,72,58.0,59,67,69,77,77,74.0,68,68.0,65,70.0,40,61,66,70,69.0,67,49,48,38,47,41.0,10,10,11,8,5,0,2.0,1.0,6
130703,72,67,55,64,73.0,71,75.0,69,57,73,74,69,77.0,63,77.0,75,70.0,58,62,68,68,60.0,76,81,31,20,25,25.0,14,14,10,12,9,0,1.0,0.0,4
17083,64,31,42,59,40.0,54,32.0,42,70,58,58,62,70.0,63,61.0,48,59.0,61,57,42,44,54.0,46,72,55,50,63,62.0,14,10,14,15,7,1,1.0,2.0,4
104469,25,25,25,35,25.0,25,25.0,25,36,31,60,63,67.0,63,63.0,26,84.0,45,42,25,25,25.0,36,30,25,25,25,25.0,70,56,64,64,74,1,1.0,1.0,0
40245,71,22,64,72,27.0,60,46.0,63,59,69,54,54,45.0,65,72.0,46,66.0,67,67,44,32,48.0,42,73,65,65,67,65.0,7,8,5,5,11,1,1.0,1.0,3
135435,25,25,25,32,25.0,25,25.0,25,32,31,29,24,27.0,61,41.0,39,47.0,25,70,25,25,25.0,25,20,25,25,25,25.0,64,68,64,71,65,1,,,0
37045,70,72,62,69,74.0,76,74.0,73,62,72,74,78,68.0,74,59.0,78,70.0,70,72,74,74,69.0,75,61,32,25,21,29.0,7,15,5,12,14,1,2.0,0.0,6
80903,36,30,51,61,45.0,56,20.0,40,54,60,69,65,56.0,59,64.0,52,73.0,66,71,32,34,55.0,30,61,60,55,64,53.0,14,15,8,5,8,0,1.0,1.0,4
114163,62,56,51,64,46.0,65,66.0,66,63,67,66,72,70.0,49,81.0,73,71.0,70,71,65,57,62.0,70,69,53,53,54,52.0,7,6,9,8,7,1,1.0,1.0,4
114144,61,25,65,59,45.0,55,50.0,26,56,61,53,54,41.0,65,47.0,54,55.0,69,70,31,50,57.0,44,71,64,64,64,67.0,14,5,14,15,14,0,2.0,1.0,4
181629,59,57,42,64,62.0,64,61.0,59,56,61,55,49,68.0,54,72.0,70,75.0,63,62,66,58,61.0,64,42,38,23,33,24.0,13,10,9,7,7,0,1.0,1.0,4
166175,70,36,65,75,45.0,68,67.0,68,71,73,67,69,68.0,74,75.0,65,81.0,71,64,52,57,58.0,64,72,73,74,73,77.0,11,14,9,6,6,1,1.0,1.0,1
78486,70,34,56,66,46.0,60,66.0,58,63,65,64,45,57.0,81,59.0,57,56.0,33,62,40,48,64.0,56,72,70,65,68,66.0,13,11,5,12,14,1,1.0,1.0,3
144145,60,46,33,62,62.0,78,64.0,37,37,74,84,73,91.0,51,92.0,65,62.0,52,42,59,56,71.0,47,33,23,27,33,25.0,13,13,13,8,8,1,1.0,0.0,4
40585,45,63,67,57,54.0,61,52.0,49,38,58,66,54,64.0,62,56.0,66,60.0,73,90,56,45,63.0,61,60,32,25,45,30.0,14,8,6,5,12,1,1.0,1.0,4
88331,25,25,25,29,25.0,25,25.0,25,28,24,43,34,45.0,65,60.0,25,62.0,46,67,25,25,36.0,25,38,25,25,25,25.0,78,75,78,68,69,1,1.0,1.0,0
143868,58,62,57,65,57.0,61,53.0,46,56,64,83,90,88.0,77,86.0,62,80.0,72,39,51,57,64.0,47,47,68,68,56,58.0,7,15,9,13,6,0,1.0,2.0,4
26895,62,67,55,65,64.0,74,71.0,68,52,72,74,68,74.0,70,73.0,67,64.0,58,61,67,68,64.0,71,44,27,43,22,27.0,7,12,10,15,9,1,1.0,1.0,4
61946,25,25,25,25,25.0,25,25.0,25,23,21,43,43,44.0,52,33.0,21,62.0,23,67,25,25,25.0,21,36,23,25,25,25.0,60,63,60,65,59,1,1.0,1.0,0
123878,53,44,49,59,30.0,56,54.0,54,48,55,69,71,69.0,65,70.0,64,56.0,62,64,46,69,46.0,56,63,43,51,48,46.0,7,12,13,8,11,1,1.0,1.0,4
72582,33,22,58,58,34.0,28,35.0,30,52,49,53,56,61.0,56,63.0,47,72.0,58,63,26,30,31.0,48,61,58,57,63,61.0,9,9,11,13,13,1,1.0,1.0,4
105103,64,39,50,50,41.0,57,35.0,46,49,56,69,69,66.0,55,66.0,54,60.0,65,67,45,40,44.0,44,62,59,58,61,61.0,12,12,13,14,5,1,1.0,1.0,4
105173,48,42,44,59,36.0,58,46.0,53,53,55,62,64,70.0,61,56.0,62,57.0,60,58,56,61,48.0,53,61,35,35,47,36.0,14,10,14,15,15,1,1.0,1.0,4
170328,68,66,71,62,67.0,61,63.0,58,48,71,54,62,64.0,70,47.0,75,75.0,63,78,65,61,56.0,72,52,25,22,27,25.0,13,11,5,15,7,1,2.0,1.0,4
30744,84,72,48,86,82.0,84,80.0,79,86,88,63,64,66.0,77,75.0,84,73.0,72,80,86,74,86.0,79,40,53,40,58,50.0,14,15,14,12,13,1,1.0,1.0,4
41723,78,65,62,84,74.0,81,80.0,75,81,85,53,54,71.0,67,73.0,70,42.0,30,65,74,67,82.0,77,60,32,43,47,46.0,14,6,9,14,11,1,1.0,1.0,5
174904,26,40,73,53,45.0,30,31.0,34,42,46,42,43,30.0,68,30.0,62,31.0,31,92,42,36,59.0,45,74,75,76,79,66.0,11,7,10,5,14,1,1.0,1.0,1
8236,53,46,42,66,43.0,61,43.0,54,63,61,64,73,61.0,65,78.0,61,73.0,69,49,44,56,67.0,53,53,51,48,55,42.0,6,11,13,8,5,0,2.0,1.0,4
128610,65,55,44,74,74.0,76,70.0,58,58,76,75,74,77.0,70,78.0,67,64.0,67,63,64,67,69.0,46,36,30,22,23,24.0,11,13,10,11,10,1,1.0,1.0,4
69251,58,38,58,65,38.0,54,46.0,38,61,61,65,76,74.0,61,76.0,50,75.0,72,73,45,59,49.0,48,69,59,66,63,65.0,5,5,6,10,7,1,1.0,1.0,4
50944,71,39,49,58,63.0,52,64.0,48,65,64,42,47,46.0,65,58.0,77,56.0,42,63,60,46,32.0,30,70,79,55,64,57.0,5,14,9,10,15,0,1.0,1.0,4
131703,13,9,10,21,11.0,15,10.0,15,20,20,29,31,39.0,62,28.0,41,33.0,18,52,10,5,5.0,31,18,13,19,8,9.0,63,65,57,66,70,1,1.0,1.0,0
38653,54,52,69,80,54.0,60,51.0,60,74,71,33,34,49.0,90,60.0,82,48.0,44,76,67,60,83.0,66,86,78,63,77,59.0,9,10,14,13,7,1,0.0,2.0,3
146742,66,66,48,70,70.0,74,66.0,56,56,75,79,88,83.0,71,83.0,72,67.0,76,69,72,74,64.0,66,69,48,38,49,46.0,14,12,11,6,8,1,2.0,1.0,6
7365,43,41,81,67,51.0,41,35.0,59,60,50,28,47,26.0,50,42.0,72,45.0,53,86,52,31,51.0,69,81,70,80,78,72.0,8,15,8,12,13,1,1.0,1.0,1
111567,75,66,62,77,74.0,73,67.0,49,75,76,69,67,69.0,76,72.0,68,68.0,65,68,65,74,64.0,68,76,72,68,74,76.0,8,7,5,7,13,1,1.0,1.0,1
168104,68,66,27,73,61.0,76,60.0,59,54,74,79,77,85.0,68,82.0,58,54.0,60,45,69,68,69.0,57,22,28,19,16,20.0,8,10,8,5,6,1,1.0,0.0,6
155434,51,49,50,61,43.0,62,42.0,34,46,64,70,72,91.0,57,73.0,53,52.0,60,46,54,63,48.0,57,43,22,16,18,22.0,12,8,15,14,9,1,1.0,1.0,4
109687,59,48,59,69,54.0,61,65.0,71,70,69,61,55,65.0,68,74.0,65,62.0,72,65,65,52,68.0,72,70,70,58,62,65.0,8,6,12,6,13,0,1.0,1.0,3
95099,57,56,37,61,57.0,71,52.0,52,58,69,70,64,73.0,61,77.0,59,67.0,41,58,56,60,62.0,54,42,37,27,29,35.0,8,11,11,15,9,0,1.0,0.0,4
173926,61,26,57,59,34.0,54,34.0,28,57,57,52,66,65.0,58,68.0,42,64.0,71,73,26,51,53.0,38,59,56,55,56,54.0,6,11,8,8,11,1,1.0,1.0,4
2798,57,66,72,66,66.0,66,65.0,79,59,68,66,62,61.0,57,64.0,62,54.0,59,48,68,63,64.0,52,51,38,46,52,45.0,5,13,9,6,14,1,1.0,1.0,4
144256,10,15,12,25,13.0,19,19.0,14,12,22,29,27,38.0,69,47.0,18,62.0,20,62,19,14,10.0,40,32,18,10,10,14.0,70,63,53,64,70,0,1.0,1.0,0
178006,48,53,55,57,49.0,46,58.0,50,54,57,66,64,77.0,49,58.0,60,72.0,77,74,44,62,64.0,44,73,19,18,41,32.0,13,13,5,9,13,1,1.0,2.0,4
150874,58,59,41,53,44.0,61,49.0,45,51,56,81,73,76.0,48,71.0,51,56.0,59,59,68,53,42.0,46,48,35,45,33,32.0,10,11,5,14,8,0,1.0,1.0,4
178962,23,23,62,41,15.0,28,33.0,19,44,40,61,52,53.0,53,60.0,27,74.0,64,77,20,20,32.0,26,65,56,62,63,54.0,13,14,12,12,14,1,1.0,1.0,4
4570,61,55,32,60,35.0,75,67.0,67,46,77,88,90,84.0,72,95.0,77,77.0,79,56,53,71,73.0,68,73,22,17,15,18.0,11,9,8,5,12,0,2.0,1.0,4
77448,18,15,12,32,10.0,11,12.0,16,31,27,44,39,45.0,59,48.0,22,49.0,45,72,16,15,31.0,20,54,22,10,10,16.0,56,63,57,60,62,1,1.0,1.0,0
74169,53,59,41,58,72.0,70,67.0,50,50,74,61,56,76.0,60,66.0,69,64.0,33,71,66,55,56.0,49,69,29,17,45,31.0,9,5,15,8,11,1,2.0,0.0,4
83771,11,14,13,36,13.0,10,11.0,10,27,15,46,33,62.0,70,52.0,33,58.0,32,67,10,12,33.0,19,40,25,14,14,12.0,66,64,68,65,63,1,1.0,1.0,0
123236,63,55,61,75,53.0,64,61.0,67,70,69,63,65,63.0,67,60.0,76,79.0,76,76,64,63,66.0,57,78,73,56,67,60.0,8,8,5,14,6,1,1.0,2.0,3
149268,54,67,85,55,61.0,54,58.0,33,44,62,34,34,63.0,69,57.0,72,72.0,63,85,58,68,57.0,71,71,39,44,51,41.0,5,7,11,14,10,1,1.0,1.0,4
137291,46,18,70,63,29.0,44,42.0,47,54,56,54,51,51.0,65,42.0,61,60.0,63,82,37,20,45.0,59,78,70,71,72,69.0,10,14,15,8,13,1,0.0,1.0,1
140119,75,32,76,73,47.0,61,67.0,28,63,71,52,53,69.0,75,64.0,42,73.0,55,71,31,52,63.0,41,71,72,75,78,80.0,13,6,14,9,15,1,1.0,1.0,1
28088,41,34,64,57,36.0,52,53.0,41,60,58,54,62,59.0,58,48.0,62,51.0,66,82,56,38,35.0,52,64,58,65,60,55.0,9,5,10,8,10,1,1.0,1.0,4
97576,41,22,62,50,15.0,32,21.0,27,42,47,58,63,62.0,59,61.0,50,63.0,73,63,17,25,37.0,24,67,62,66,65,67.0,14,5,14,14,10,1,0.0,2.0,4
169642,74,65,73,76,80.0,65,70.0,76,75,74,54,64,62.0,76,65.0,91,71.0,66,77,85,67,73.0,70,81,74,64,74,71.0,8,12,9,5,10,0,2.0,2.0,3
171616,30,40,76,67,51.0,38,22.0,29,63,39,63,69,33.0,55,45.0,60,74.0,68,86,31,39,37.0,41,82,73,77,75,67.0,7,12,13,15,7,1,1.0,1.0,1
30295,62,22,71,63,31.0,64,33.0,23,54,65,63,55,59.0,59,56.0,51,62.0,67,80,33,47,58.0,43,70,68,65,70,68.0,5,5,6,7,8,1,1.0,1.0,4
69111,62,70,83,57,69.0,64,67.0,46,18,68,33,49,75.0,73,70.0,72,90.0,54,81,40,72,67.0,87,53,36,16,27,26.0,5,15,11,14,11,1,1.0,1.0,4
102069,51,52,60,59,40.0,50,46.0,55,44,55,43,48,56.0,51,63.0,68,54.0,33,58,53,56,53.0,63,64,51,55,57,45.0,6,5,10,9,10,1,1.0,2.0,4
151600,30,62,76,60,52.0,52,35.0,23,32,53,52,64,37.0,60,46.0,66,33.0,65,86,52,67,44.0,50,53,29,16,29,31.0,6,13,9,9,12,1,1.0,1.0,4
89105,58,44,60,57,50.0,54,55.0,50,57,66,68,59,74.0,56,66.0,67,56.0,80,51,64,50,59.0,48,60,55,54,59,47.0,10,5,12,15,11,1,1.0,1.0,4
96442,67,60,51,77,68.0,72,68.0,33,73,74,55,67,73.0,68,74.0,70,61.0,47,65,52,73,75.0,76,63,58,47,52,44.0,6,7,13,12,15,1,1.0,1.0,4
170471,59,65,54,71,62.0,63,64.0,70,71,72,64,64,72.0,67,57.0,72,49.0,72,71,65,72,68.0,70,81,56,42,62,53.0,6,7,11,6,5,1,1.0,1.0,4
175669,74,65,43,71,61.0,79,82.0,75,69,79,73,67,68.0,65,75.0,63,57.0,34,48,69,72,74.0,75,59,39,13,25,20.0,11,14,12,10,10,0,1.0,0.0,5
32190,55,35,46,66,59.0,61,51.0,61,65,56,64,56,62.0,68,72.0,47,74.0,81,73,44,37,57.0,62,66,47,45,63,48.0,8,13,5,9,5,1,1.0,1.0,4
31596,56,65,74,61,54.0,60,22.0,31,51,61,54,52,32.0,50,40.0,65,52.0,72,88,53,64,61.0,60,76,50,12,45,16.0,9,7,14,9,13,1,2.0,0.0,4
162879,68,66,70,74,64.0,70,60.0,50,72,74,69,68,68.0,72,70.0,74,68.0,67,66,62,72,72.0,65,78,68,62,70,68.0,10,9,7,12,6,1,2.0,1.0,3
162144,81,58,59,74,81.0,75,67.0,72,71,76,65,54,65.0,64,71.0,75,69.0,48,70,68,68,73.0,52,60,48,30,41,39.0,10,10,7,5,15,1,1.0,1.0,5
139814,55,52,81,68,59.0,59,32.0,59,64,62,54,55,53.0,72,47.0,72,58.0,66,81,67,53,57.0,49,85,73,70,73,71.0,15,9,13,5,10,1,1.0,1.0,1
158971,40,74,74,48,68.0,71,68.0,64,40,70,69,72,72.0,68,49.0,77,72.0,69,77,66,66,58.0,66,66,20,26,21,14.0,11,15,11,8,9,0,1.0,1.0,4
91961,65,62,64,65,64.0,61,72.0,66,67,66,34,37,39.0,54,38.0,65,34.0,55,75,63,74,73.0,67,52,47,26,32,27.0,6,8,13,12,14,0,0.0,0.0,4
122393,27,28,68,38,25.0,26,23.0,33,31,50,37,44,46.0,61,40.0,46,62.0,50,84,30,21,37.0,41,64,63,56,58,54.0,7,10,14,12,12,1,1.0,1.0,4
175177,59,51,68,63,63.0,62,61.0,52,70,62,67,76,58.0,52,54.0,73,74.0,75,77,70,57,56.0,62,76,64,27,56,54.0,5,14,5,8,6,0,1.0,1.0,4
34535,50,56,38,63,62.0,62,66.0,62,47,59,72,68,77.0,63,71.0,56,47.0,57,53,64,59,64.0,43,48,18,14,12,14.0,13,10,6,10,6,1,1.0,1.0,4
101798,68,81,77,67,80.0,73,70.0,60,65,74,63,64,75.0,75,74.0,72,83.0,47,44,68,80,71.0,67,61,45,48,32,29.0,11,10,5,15,7,1,1.0,1.0,5
165694,66,53,28,67,36.0,67,64.0,66,62,64,64,66,57.0,53,34.0,58,46.0,71,57,51,52,57.0,44,22,55,23,58,51.0,15,14,5,6,10,1,1.0,1.0,4
91578,66,50,56,72,66.0,64,59.0,70,68,71,51,50,61.0,66,74.0,72,81.0,61,74,66,54,64.0,55,59,61,44,54,52.0,8,13,6,10,15,0,1.0,1.0,4
176971,58,57,71,70,69.0,67,60.0,50,65,71,71,65,60.0,64,69.0,70,79.0,77,74,64,68,64.0,65,75,64,67,69,60.0,6,10,8,13,10,0,1.0,2.0,1
16981,54,57,38,60,59.0,70,68.0,46,49,66,83,83,70.0,62,55.0,73,65.0,57,70,56,65,47.0,42,47,24,19,28,34.0,10,9,9,10,7,1,1.0,1.0,4
173185,42,60,63,72,71.0,53,60.0,57,68,67,50,53,46.0,51,45.0,69,65.0,72,83,67,48,68.0,60,63,67,59,74,62.0,12,6,12,12,12,1,1.0,1.0,3
112132,45,60,65,60,60.0,56,51.0,70,38,68,57,67,58.0,55,61.0,72,69.0,61,75,52,65,50.0,61,59,29,30,49,44.0,5,11,12,14,6,1,1.0,1.0,4
58698,43,21,54,58,26.0,42,23.0,31,56,58,57,61,67.0,60,72.0,55,67.0,62,49,37,22,45.0,34,64,56,57,62,59.0,10,14,15,6,7,1,1.0,1.0,4
3589,64,32,53,60,36.0,66,53.0,37,58,62,61,63,70.0,64,68.0,48,74.0,64,68,37,54,58.0,40,75,65,60,62,69.0,10,10,13,10,8,1,2.0,1.0,4
115961,54,54,61,61,43.0,61,56.0,58,52,61,75,71,71.0,66,72.0,56,72.0,72,63,53,64,62.0,62,74,61,50,54,47.0,12,14,7,5,15,1,2.0,1.0,4
29812,59,24,78,74,24.0,48,38.0,33,66,69,46,41,47.0,75,40.0,50,52.0,46,79,22,32,56.0,58,62,79,74,76,72.0,9,12,6,9,5,1,0.0,1.0,1
27976,12,18,21,31,12.0,19,18.0,17,32,21,46,48,52.0,63,53.0,42,60.0,32,72,11,12,33.0,26,48,23,13,10,12.0,58,59,57,59,61,1,1.0,1.0,0
71981,50,75,79,70,71.0,67,59.0,51,40,77,49,55,45.0,62,57.0,79,75.0,33,83,50,80,60.0,73,51,30,24,32,21.0,5,9,6,12,9,1,1.0,0.0,7
182768,61,58,34,60,56.0,68,48.0,46,59,63,86,79,84.0,63,78.0,66,70.0,62,61,61,55,49.0,52,38,23,24,21,23.0,10,7,7,12,14,1,1.0,0.0,4
21163,62,34,67,62,28.0,42,45.0,43,57,52,27,54,35.0,56,38.0,71,31.0,79,80,45,49,59.0,53,75,62,60,65,62.0,10,12,9,8,11,0,2.0,2.0,4
71826,58,66,64,72,55.0,70,74.0,73,70,71,54,48,58.0,69,65.0,72,54.0,47,61,74,71,68.0,69,64,41,33,43,25.0,12,13,6,14,15,1,1.0,0.0,4
163151,81,52,60,75,72.0,79,76.0,70,69,77,54,59,51.0,72,61.0,68,50.0,31,51,73,74,74.0,68,81,66,52,67,67.0,13,9,10,11,5,1,1.0,1.0,5
78069,67,63,49,72,59.0,77,68.0,62,64,76,73,75,76.0,75,79.0,77,70.0,63,61,64,73,64.0,59,58,43,39,32,41.0,12,18,1,15,12,1,1.0,1.0,4
